ID,Bezirk,Mauersegler,Kontrolle,PLZ,Sperling,Ersatz,Ort,Schwalbe,Wichtig,Strasse,Star,Sanierung,Anhang,Fledermaus,Verloren,Erstbeobachtung,Andere,Melder,Beschreibung,Besonderes,Splitstrasse,ADDRESS,location,point,latitude,longitude,altitude
1848,Mariendorf,1,0,12109,0,0,Berlin,0,0,Kollostr. 9,0,1,,0,0,2019,0,,"2019-09: Mitteilung der UNB: es sind keine Sanierungen geplant

2019-08: Meldung über Online-Meldeformular

Angabetext: Die Wohnanlage steht zur Sanierung an und gehört der Vonovia
","Sanierung
Kontrolle und Meldung an die UNB Tempelhof-Schöneberg erforderlich",Kollostr. 9,"Kollostr. 9, 12109, Berlin, Deutschland","9, Kollostraße, Mariendorf, Tempelhof-Schöneberg, Berlin, 12109, Deutschland","(52.4469551, 13.3910945, 0.0)",52.4469551,13.3910945,0.0
502,Steglitz,1,0,12157,0,0,Berlin,0,0,Kniephofstr. 55,0,0,,0,0,1.7.2005 00:00:00,0,,"1 Nistplatz Mauersegler/ 4.Etage unterhalb der Regenrinne, direkt am Abfluß.Bis zu 7 Einflüge
2012 unverändert",,Kniephofstr. 55,"Kniephofstr. 55, 12157, Berlin, Deutschland","55, Kniephofstraße, Steglitz, Berlin, 12157, Deutschland","(52.4602347, 13.3349311, 0.0)",52.4602347,13.3349311,0.0
719,Steglitz,1,0,12157,1,0,Berlin,0,0,Kniephofstr. 48,0,0,Foto Ecke Fledermaus vorhanden,1,0,9.6.2011 00:00:00,0,,"2018: wie Vorjahre, aber zusätzlich Fledermaus (keine Artbestimmung, kleine Art) unterhalb der Dachrinne hofseitig, Foto vorhanden 
2011 Mauersegler 1x: 1 Einflug 3.OG überm Fenster auf Höhe des Hauseingangs unter der Dachrinne
Sperlinge: Einflüge mit Nistmatrerial gesichtet unter dem Fenster, 4.OG im Entlüftungskorb;",,Kniephofstr. 48,"Kniephofstr. 48, 12157, Berlin, Deutschland","48, Kniephofstraße, Steglitz, Berlin, 12157, Deutschland","(52.4604047, 13.338229, 0.0)",52.4604047,13.338229,0.0
718,Steglitz,1,0,12157,0,0,Berlin,0,0,Kniephofstr. 46,0,0,,0,0,9.6.2011 00:00:00,0,,"2011 Mauersegler 1x: 1 Nest mit Einflug 3. OG links, Hauskante überm Knick zum Fallrohr",,Kniephofstr. 46,"Kniephofstr. 46, 12157, Berlin, Deutschland","46, Kniephofstraße, Steglitz, Berlin, 12157, Deutschland","(52.4604199, 13.3389771, 0.0)",52.4604199,13.3389771,0.0
948,Steglitz,0,0,12169,0,0,Berlin,1,0,Kniephofstr. 4,0,0,,0,0,5.6.2011 00:00:00,0,,"2012 kein Einflug gesehen
2011 Mehlschwalbennest 2. Stock rechts (Abflussrohr-Knick),",Kontrolle,Kniephofstr. 4,"Kniephofstr. 4, 12169, Berlin, Deutschland","4, Kniephofstraße, Steglitz, Berlin, 12157, Deutschland","(52.4601086, 13.3308522, 0.0)",52.4601086,13.3308522,0.0
501,Steglitz,0,0,12157,0,0,Berlin,1,0,Kniephofstr. 26a,0,0,,0,0,1.7.2009 00:00:00,0,,"1 Nest Mehlschwalbe / Nest an der Fassade und nicht (!) im Balkon,  ungefähr über dem Eingangsbereich im 3.OG.
 2012 unverändert",,Kniephofstr. 26a,"Kniephofstr. 26a, 12157, Berlin, Deutschland","26a, Kniephofstraße, Steglitz, Berlin, 12157, Deutschland","(52.4602638, 13.3408245, 0.0)",52.4602638,13.3408245,0.0
658,Steglitz,1,0,12157,0,0,Berlin,0,0,Kniephofstr. 26,0,0,,0,0,1.7.2009 00:00:00,0,,"2011 dito, 2012 dito
2009: Mauersegler links unter Regenrinne, nahe der Ecke des Hauses; zur Nr. 25 hin wahrscheinlich noch mehr (viele Anflüge!) 1Nistplatz, Einflugsichtung 31.5.09 + 13.7.09",,Kniephofstr. 26,"Kniephofstr. 26, 12157, Berlin, Deutschland","26, Kniephofstraße, Steglitz, Berlin, 12157, Deutschland","(52.4602515, 13.3404264, 0.0)",52.4602515,13.3404264,0.0
683,Steglitz,1,1,12157,0,0,Berlin,0,1,Kniephofstr. 15,0,0,,0,0,8.7.2010 00:00:00,0,,"2010
es handelt sich um den kompletten Häuserblock der Straßen: Kniephofstr., Schönhauser Str., Lauenburger Str. und Friedrichsruherstr.!
2 Einflüge  Mauersegler unter der Regenrinne auf Höhe des Hauseingangs über dem linken Fenster",,Kniephofstr. 15,"Kniephofstr. 15, 12157, Berlin, Deutschland","15, Kniephofstraße, Steglitz, Berlin, 12157, Deutschland","(52.460029, 13.3361461, 0.0)",52.460029,13.3361461,0.0
684,Steglitz,1,1,12157,0,0,Berlin,0,1,Kniephofstr. 14/ Schönhauser 16/..,0,0,Skizze,0,0,3.6.2010 00:00:00,0,,"2010 es handelt sich um den kompletten Häuserblock der Straßen: Kniephofstr.14, Schönhauser Str.16, Lauenburger Str.34 und Friedrichsruherstr.46
gesamter Gebäudeblock, Außen- und Hofseite; 
Hinweis über große Zahl an Mauerseglern im  (hat im Mai 2010 Kontakt mit uns aufgenommen),  Zahlreiche Anflüge + 4 Einflüge hofseitig an östlicher und nordöstlicher Gebäudeseite unter den Dachrinnen. Skizzevorhanden .",,Kniephofstr. 14,"Kniephofstr. 14, 12157, Berlin, Deutschland","14, Kniephofstraße, Steglitz, Berlin, 12157, Deutschland","(52.4600178, 13.3359262, 0.0)",52.4600178,13.3359262,0.0
499,Steglitz,1,1,12157,0,0,Berlin,0,1,Kniephofstr. 12,0,0,,0,0,1.7.2005 00:00:00,0,,"2005, dann 2009 Neu Innenhof seitliche Toreinfahrt, 4. Etage unterhalb der Dachgeschoßterasse, 1-2 Nistplätze Mauersegler, 12 Einflüge an zwei Nistplätzen, Trupps von 20-30 Mauerseglern, Einflugaktivitäten bis in den späten August hinein
2012 unverändert",,Kniephofstr. 12,"Kniephofstr. 12, 12157, Berlin, Deutschland","12, Kniephofstraße, Steglitz, Berlin, 12157, Deutschland","(52.459973, 13.3344912, 0.0)",52.459973,13.3344912,0.0
1001,Steglitz,1,0,12167,1,0,Berlin,0,0,Klingsorstr. 7,0,0,,0,0,1.7.2012 00:00:00,0,,siehe Klingsorstr. 1/3,,Klingsorstr. 7,"Klingsorstr. 7, 12167, Berlin, Deutschland","7, Klingsorstraße, Steglitz, Berlin, 12167, Deutschland","(52.4524648, 13.331009610369895, 0.0)",52.4524648,13.331009610369895,0.0
1614,Steglitz-Zehlendorf,1,0,12167,0,0,Berlin,0,0,Klingsorstr. 34,0,0,,0,0,20.06.2016,0,,"2016, 20. Juni: Turm oben (4 kleine Fenster nebeneinander): 1x Ausflug, 1x Einflug",,Klingsorstr. 34,"Klingsorstr. 34, 12167, Berlin, Deutschland","34, Klingsorstraße, Steglitz, Berlin, 12167, Deutschland","(52.4501911, 13.3285295, 0.0)",52.4501911,13.3285295,0.0
1000,Steglitz,1,0,12167,1,0,Berlin,0,0,Klingsorstr. 1/3,0,0,,0,0,1.7.2012 00:00:00,0,,"2013 das ist das Eckhaus zur Albrecht) dort 2x Mauersegler unter der Dachrinne, frontseitig, einmal linke Hausseite zwischen Haustür und Ecke Albrecht, einmal rechts von Haustür. Viele Anflüge, viele Sperlinge in der Gegend, an der Hofseite wahrscheinlich auch eine Mauerseglerstelle, Tiere verschwanden da und tauchten nicht mehr auf (das konnte ich vom Balkon der Albrechtstr. 32 beobachten, aber leider nicht voll einsehen, Sicht war auch vom begrünten Innenhof aus nicht gegeben, da man nicht so nah ran kam).
Eine weitere Stelle ist mit großer Sicherheit am Nebenhaus der Klingsorstr, also das nächste neben der besagten Nr. Habe mir seltsamerweise Nr. 7 aufgeschrieben, müsste auch nach Internet stimmen. Hier gibt es hofseitig zwei Gebäudeteile mit Wintergärten, die heraus ragen, und ich habe in der Mitte Anflüge gesehen, wo die Tiere nicht wieder zum Vorschein kamen. Hier bin ich gar nicht ran gekommen, Hofteil war nicht zugänglich. 
""",,Klingsorstr. 1,"Klingsorstr. 1, 12167, Berlin, Deutschland","1, Klingsorstraße, Steglitz, Berlin, 12167, Deutschland","(52.4527406, 13.3311943, 0.0)",52.4527406,13.3311943,0.0
1484,Steglitz,0,0,12203,1,0,Berlin,0,0,Klingsorplatz 2,0,0,,0,0,23.07.2015,0,,1 Sperlingsnest unter Ziegelverblendung (Nistmaterial erkennbar) sowie 2x Kotspuren an Holzbalken der Dachunterkonstruktion (ggf. auch Mauersegler/Fledermäuse),,Klingsorplatz 2,"Klingsorplatz 2, 12203, Berlin, Deutschland","2, Klingsorplatz, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","(52.443919050000005, 13.31866756480116, 0.0)",52.443919050000005,13.31866756480116,0.0
1485,Steglitz,0,0,12203,1,0,Berlin,0,0,Klingsorplatz 1,1,0,,0,0,23.07.2015,0,,2 Nester in Spechtlöcher an der Fassade außen links am Gebäude (Nistspuren an der Hauswand),,Klingsorplatz 1,"Klingsorplatz 1, 12203, Berlin, Deutschland","1, Klingsorplatz, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","(52.44404575, 13.319657827975984, 0.0)",52.44404575,13.319657827975984,0.0
498,Steglitz,1,1,12157,1,0,Berlin,0,1,Kissingerstr. 15,0,0,,0,0,1.7.2005 00:00:00,0,,"2013 : viele Tiere am Himmel, war jedoch schon zu dunkel für Foto
2012 unverändert
2009: 2 Nistplätze Mauersegler // Über dem 4.Stockwerk wurden 5 Einflüge beobachtet,Trupps v. 20 Tieren in der Umgeb. Wurde auch vorher schon kartiert","Kontrolle noch mal in 14, renovierungsbedürftig",Kissingerstr. 15,"Kissingerstr. 15, 12157, Berlin, Deutschland","15, Kissinger Straße, Steglitz, Berlin, 12157, Deutschland","(52.4611986, 13.3405803, 0.0)",52.4611986,13.3405803,0.0
717,Steglitz,0,0,12157,0,0,Berlin,1,0,Kissingerstr. 12,0,0,,0,1,1.7.2011 00:00:00,0,,2011 und 2013: Nach Sanierung keine Mehlschwalbennester mehr vorhanden,,Kissingerstr. 12,"Kissingerstr. 12, 12157, Berlin, Deutschland","12, Kissinger Straße, Steglitz, Berlin, 12157, Deutschland","(52.4621057, 13.3405035, 0.0)",52.4621057,13.3405035,0.0
310,Schöneberg,1,0,12277,0,0,Berlin,0,0,Kirchstr. 27,0,0,,0,0,14.7.2007 00:00:00,0,,"Zufallsbeobachtung! 2007:
1x Mauersegler linke Hausseite im Seitengiebel Holzgebälk. Am Haus viele Brutspuren.",,Kirchstr. 27,"Kirchstr. 27, 12277, Berlin, Deutschland","27, Kirchstraße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12277, Deutschland","(52.4174622, 13.370417599907064, 0.0)",52.4174622,13.370417599907064,0.0
1801,Reinickendorf,0,0,13403,1,0,Berlin,0,0,"Kienhorststraße 67, Herman-Schulz-Grundschule",1,1,,0,0,2018,0,,"Schulsanierungskartierungsliste
2018: Feldsperlinge, Haussperlinge und Stare nisten rund um alle Gebäude hinter den Fassadenplatten, in den Rolladenkästen und unterm Dach","Schulsanierung: 2016-2019, laufende bauliche Unterhaltung (2016-2017), Sanierung Dachfläche im Hauptgebäude (2018-2019), Sanierung Sporthalle (2018-2019)",Kienhorststraße 67,"Kienhorststraße 67, 13403, Berlin, Deutschland","67, Kienhorststraße, Reinickendorf, 13403, Deutschland","(52.57338835, 13.325518877598462, 0.0)",52.57338835,13.325518877598462,0.0
1782,Marzahn,0,0,12685,1,1,Berlin,0,0,"Kienbergstr. 59, Grundschule an der Mühle",0,0,,0,0,02.05.2019,0,,2019-05: Online-Formular: Sperlingsniststätte im Kasten an Schulgebäude,,Kienbergstr. 59,"Kienbergstr. 59, 12685, Berlin, Deutschland","59, Kienbergstraße, Marzahn, Marzahn-Hellersdorf, 12685, Deutschland","(52.5396962, 13.5658409, 0.0)",52.5396962,13.5658409,0.0
1082,Steglitz,0,0,12163,1,0,Berlin,0,0,Kieler Str. 3 und 2,1,0,Skizze und 2  Fotos,0,0,3.5.2013 00:00:00,0,,"2013: Am Hinterhaus/Gartenhaus Nr 3 Sperlinge und Star an den Dachecken/Dachblech der rechten haussseite (Brandmauer), Vorderhaus/Hofwärts hat an rechter Seite Brandmauer-Fassade mit starker Begrünung, hier Sperlinge und Stare, siehe Skizze, einsehbar durch den Hof von Nr. 2 (Einfahrt)",Brandmauern und Fassadenbegrünung,Kieler Str. 3 und 2,"Kieler Str. 3 und 2, 12163, Berlin, Deutschland","Kieler Straße, Steglitz, Berlin, 12163, Deutschland","(52.4580105, 13.3255766, 0.0)",52.4580105,13.3255766,0.0
1072,Steglitz,0,0,12163,1,0,Berlin,0,0,Kieler Str. 1,0,0,,0,0,13.6.2013 00:00:00,0,,2013: zahlreich Sperlinge unter vielen Fenstern unter Metallverblendung,,Kieler Str. 1,"Kieler Str. 1, 12163, Berlin, Deutschland","1, Kieler Straße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","(52.4586973, 13.3232138, 0.0)",52.4586973,13.3232138,0.0
1223,Steglitz,0,0,12167,1,0,Berlin,1,0,Kellerstr. 6,0,0,,0,0,27.4.2012 00:00:00,0,,"2012 Mehlschwalbe Balkonnische 3. Etg. linke Gebäudeseite, 1x Sperling unter Dachrinne, linke Gebäudeseite",,Kellerstr. 6,"Kellerstr. 6, 12167, Berlin, Deutschland","6, Kellerstraße, Steglitz, Berlin, 12167, Deutschland","(52.4499893, 13.3418712, 0.0)",52.4499893,13.3418712,0.0
1371,Steglitz,1,0,12167,1,1,Berlin,0,0,Kellerstr. 4,0,1,,0,0,18.04.2015,0,,"18.4.2018: Ersatznistplätze in den Fensternieschen angebracht. Optisch sehr gelungen!

6.12.2017: eingebundene Gutachterin hat 18 Nistplätze gefunden! Für Ersatz wird gesorgt.

05.11.2017: Achtung Baugerüst! Meldung an UNB erfolgt.

11.5.2016 erneut Einflüge 

13.6.2015: zur Ecke Steglitzer Damm 40 hin, in Holzkonstrukition des Dachgiebels (rechts unten) 2 Sperlingsnester.

In unverschlossenen Jalousienkasten der 1. Etage (3 Fenster) je Einflüge, sowie Nistmaterial erkennbar. Ggf. auch von Mauerseglern genutzt.
",,Kellerstr. 4,"Kellerstr. 4, 12167, Berlin, Deutschland","4, Kellerstraße, Steglitz, Berlin, 12167, Deutschland","(52.4503103, 13.3422824, 0.0)",52.4503103,13.3422824,0.0
673,Steglitz,0,0,12167,1,0,Berlin,0,0,Kellerstr. 1,0,0,,0,0,19.5.2010 00:00:00,0,,"2010 Sperlinge in Mauerwerksschaden oberste Dachrinne, Einflug",,Kellerstr. 1,"Kellerstr. 1, 12167, Berlin, Deutschland","1, Kellerstraße, Steglitz, Berlin, 12167, Deutschland","(52.4498478, 13.3423343, 0.0)",52.4498478,13.3423343,0.0
1126,Steglitz,0,1,12169,1,0,Berlin,0,1,Kelchstr. 7,1,0,,0,0,17.6.2013 00:00:00,0,,"2013: re. Hausecke 3.OG, Loch im Putz, Sperlinge, ggf. Stare o.ä. hier muss wieder kontrolliert werden"," wichtiger Standort, Kontrolle",Kelchstr. 7,"Kelchstr. 7, 12169, Berlin, Deutschland","7, Kelchstraße, Südende, Steglitz, Berlin, 12169, Deutschland","(52.4493677, 13.357795, 0.0)",52.4493677,13.357795,0.0
1120,Steglitz,1,1,12169,1,0,Berlin,0,0,Kelchstr. 5,0,0,,0,0,28.5.2013 00:00:00,0,,"2013: mind.2 Nester mit Einflügen Sperlinge unter Regenrinne, Mauersegleranflüge",Kontrolle,Kelchstr. 5,"Kelchstr. 5, 12169, Berlin, Deutschland","5, Kelchstraße, Südende, Steglitz, Berlin, 12169, Deutschland","(52.4492001, 13.3577166, 0.0)",52.4492001,13.3577166,0.0
1127,Steglitz,0,1,12169,1,0,Berlin,0,0,Kelchstr. 3,0,0,,0,0,17.6.2013 00:00:00,0,,"2013: Sperlinge 2x, weiter über re. Balkon des 3. OG, Nistmaterial erkennbar"," wichtiger Standort, Kontrolle",Kelchstr. 3,"Kelchstr. 3, 12169, Berlin, Deutschland","3, Kelchstraße, Südende, Steglitz, Berlin, 12169, Deutschland","(52.4489918, 13.3576153, 0.0)",52.4489918,13.3576153,0.0
1806,Pankow,0,0,13187,0,0,Berlin,0,0,Kavalierstr. 25,1,1,,0,1,25.05.2019,0,,"2019-05: Meldung über Online-Formular:
Neubau, Verlust von Star-Niststätten an der Nordwand","Das Hinterhaus der Kavalierstr. 25 soll im Frühjahr 2020 verlängert werden. Nord-Variante 1 bis 3:
https://www.gesobau.de/neubau/neubauprojekte/kavalierstrasse.html#

Dadurch erhält die Kavalierstr. 29 ein Hinterhaus (jetzt Pankplatz GESOBAU-Mieter). Die Stare verlieren ihre Höhle in der Nordwand der Kavalierstr. 25.

",Kavalierstr. 25,"Kavalierstr. 25, 13187, Berlin, Deutschland","25, Kavalierstraße, Pankow, Berlin, 13187, Deutschland","(52.5742702, 13.4097765, 0.0)",52.5742702,13.4097765,0.0
1654,Steglitz (Lankwitz),1,0,12247,1,0,Berlin,0,0,Kaulbachstraße 65,0,0,,0,0,18.4.18,0,,"18.4.18: Pflegeheim Kaulbachstraße 65 (Seitenflügel links) Ecke Brucknerstr., Fensterfront auf Höhe des Ausgangs der Etagen 1-3.  Jeweils rechts und links in den oberen Fensternieschen 11 Nistplätze.Kotspuren deutlich erkennbar. Sehr wahscheinlich, dass dort auch Mauersegler nisten!",,Kaulbachstraße 65,"Kaulbachstraße 65, 12247, Berlin, Deutschland","Pflegeheim Käthe-Kollwitz, 65, Kaulbachstraße, Lankwitz, Berlin, 12247, Deutschland","(52.438135, 13.340424516564418, 0.0)",52.438135,13.340424516564418,0.0
1647,Berlin (Lankwitz),0,0,12247,1,0,Berlin,0,0,Kaulbachstraße 48,0,0,Foto,0,0,15.2.2018,0,,"15.2.18: Sperlingseinflug strassenseitig unter Spitzdach, linke Gebäudeseite. Unter den Dachziegeln befindet sich eine Niesche im Putz. ",,Kaulbachstraße 48,"Kaulbachstraße 48, 12247, Berlin, Deutschland","48, Kaulbachstraße, Lankwitz, Berlin, 12247, Deutschland","(52.4388639, 13.338917672980887, 0.0)",52.4388639,13.338917672980887,0.0
1636,Steglitz-Zehlendorf,0,0,12247,1,0,Berlin,0,0,Kaulbachstraße 46,0,0,Foto,0,0,06.07.2017,0,,"Lankwitz. aktives Sperlingsnest hinter Lüftungsgitter Höhe 1. Etg.
Das Lüftungsgitter hat ein Loch, das den Einflug ermöglicht.",,Kaulbachstraße 46,"Kaulbachstraße 46, 12247, Berlin, Deutschland","Kaulbachstraße, Lankwitz, Berlin, 12247, Deutschland","(52.4376902, 13.335403, 0.0)",52.4376902,13.335403,0.0
1625,Steglitz Zehlendorf,0,0,12247,1,0,Berlin,0,0,Kaulbachstraße 24,1,0,Foto,0,0,03.05.2017,0,,Einflug von Sperling und Star an markierter Stelle (s. Foto) in Holzkonstruktion des Daches. Kotspuren an einer Stelle deutlich erkennbar.,,Kaulbachstraße 24,"Kaulbachstraße 24, 12247, Berlin, Deutschland","24, Kaulbachstraße, Lankwitz, Berlin, 12247, Deutschland","(52.4377868, 13.334799289436038, 0.0)",52.4377868,13.334799289436038,0.0
1624,Steglitz-Zehlendorf,0,0,12247,1,0,Berlin,0,0,Kaulbachstraße 15,0,0,Foto,0,0,03.05.2017,0,,Sperlingseinflug unter Ziegelverbledung in Giebelspitze. Kotspuren erkennbar.,,Kaulbachstraße 15,"Kaulbachstraße 15, 12247, Berlin, Deutschland","15, Kaulbachstraße, Lankwitz, Berlin, 12247, Deutschland","(52.43677595, 13.332849538904053, 0.0)",52.43677595,13.332849538904053,0.0
1338,Steglitz-Zehl,0,0,12247,1,0,Berlin,0,0,Kaulbachstr. 8a,0,0,,0,0,05.03.2015,0,,"mind. 4 Nester an re. Geb-Seite unter den Dachkanten sowie 1 Nest re. Geb-Seite unter der Dachkante (s. Foto für Details) strassenseitig li. Geb-Seite unter Dachvorsprung (s. Foto mit Einflug).
Sehr wahrscheinlich, dass noch mehr Nistplätze vorhanden sind!
",,Kaulbachstr. 8a,"Kaulbachstr. 8a, 12247, Berlin, Deutschland","8A, Kaulbachstraße, Lankwitz, Berlin, 12247, Deutschland","(52.4368054, 13.331000033146069, 0.0)",52.4368054,13.331000033146069,0.0
928,Schöneberg,0,0,10829,1,0,Berlin,0,0,Katzlerstr. 7,0,0,,0,0,31.5.2012 00:00:00,0,,2012 1x Sperlinge in Belüfungsloch oberhalb Parterrefenster linke Hausseiten,,Katzlerstr. 7,"Katzlerstr. 7, 10829, Berlin, Deutschland","7, Katzlerstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland","(52.4917635, 13.3687302, 0.0)",52.4917635,13.3687302,0.0
1046,Schöneberg,0,0,10829,1,0,Berlin,0,0,Katzlerstr. 7,0,0,,0,0,31.5.2012 00:00:00,0,,2012 1x Sperlinge in Belüfungsloch oberhalb Parterrefenster linke Hausseiten,,Katzlerstr. 7,"Katzlerstr. 7, 10829, Berlin, Deutschland","7, Katzlerstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland","(52.4917635, 13.3687302, 0.0)",52.4917635,13.3687302,0.0
378,Schöneberg,1,0,10829,1,0,Berlin,0,0,Katzlerstr. 5,0,0,,0,0,30.7.2008 00:00:00,0,,"2012 dito und neu: 3x Sperlinge hinter Stuck der Fenster 3 Etage, 2x Mauersegler, 1x Pos Vorjahre, 1x etwa in LInie Haustür
2008:von linker Hausgrenze aus gesehen ca 40 cm von Fallrohr entfernt 1x Mauersegler unter Dachrinne. Weitere Brutspuren unter Dachrinne in Linie zur Haustür.",,Katzlerstr. 5,"Katzlerstr. 5, 10829, Berlin, Deutschland","5, Katzlerstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland","(52.492104, 13.368864, 0.0)",52.492104,13.368864,0.0
1267,Schöneberg,1,0,10829,1,0,Berlin,0,0,Katzlerstr. 19/20,0,0,,0,0,12.6.2014 00:00:00,0,,"2014 1x Mauersegler oben unterm Dach, genau zwischen Hausnummer 19 und 20.  sowie 1x Spatz(en) im 1. Stock zw. Hausnummer 19 und 20.",,Katzlerstr. 19,"Katzlerstr. 19, 10829, Berlin, Deutschland","19, Katzlerstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland","(52.4925119, 13.3694423, 0.0)",52.4925119,13.3694423,0.0
927,Schöneberg,1,0,10829,1,0,Berlin,0,0,"Katzlerstr. 14, 15",0,0,,0,0,31.5.2012 00:00:00,0,,"2012:an der Hausgrenze zur 15 Fallrohr in Mauernische, dort in Löchern verteilt über die Etagen Sperlinge, in der 4. Etage Mauersegler",,Katzlerstr. 14,"Katzlerstr. 14, 10829, Berlin, Deutschland","14, Katzlerstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland","(52.4916299, 13.369093, 0.0)",52.4916299,13.369093,0.0
1787,Wedding,0,0,13359,1,0,Berlin,0,0,"Kattegatstr. 26, Andersen-Grundschule",0,0,Protokoll mit Fotos,1,0,06.05.2018,0,,"18-05: Nur Front zu betrachten
- Fensterrahmen zum Teil mit Spalt an oberer Kante (Fledermauspotential!)
- Am Hauptgebäude (südwest), 2.OG, linkes Fenster: Nistmaterial hinter
Fensterspalt","Schulsanierung Andersen-Grundschule: Brandschutzmaßnahmen, Sanierung Fenster, 2. BA (2017), Fenstersanierung (2018)",Kattegatstr. 26,"Kattegatstr. 26, 13359, Berlin, Deutschland","Andersen Grundschule, 26, Kattegatstraße, Gesundbrunnen, Mitte, 13359, Deutschland","(52.565911650000004, 13.388898691391507, 0.0)",52.565911650000004,13.388898691391507,0.0
792,Wilmersdorf,0,0,10711,1,0,Berlin,0,1,"Katharinenstr. 22c, 22b, 22d, 22e",0,0,,0,0,9.6.2011 00:00:00,0,,"2011 Durchgang zwischen Katharinenstr. und Georg-Wilhelm-Str. viele Sperlinge verteilt, alle unter Dachrinne, an 22d/e auch am Fallrohr, wichtiger Sperlingsstandort",,Katharinenstr. 22c,"Katharinenstr. 22c, 10711, Berlin, Deutschland","22c, Katharinenstraße, Halensee, Charlottenburg-Wilmersdorf, 10711, Deutschland","(52.4989562, 13.2918522, 0.0)",52.4989562,13.2918522,0.0
791,Wilmersdorf,0,0,10711,1,0,Berlin,0,0,Katharinenstr. 21,0,0,Foto 9.6. Nr 116,0,0,9.6.2011 00:00:00,0,,"2011 Seitenflügel, vom Durchgang bei Nr. 19 aus gut einzusehen, Viele Sperlinge auf Dach, entweder unter Verblendung Dach/Ziegel oder uner Ziegel. Zahlreiche Ästlinge zu sehen.",,Katharinenstr. 21,"Katharinenstr. 21, 10711, Berlin, Deutschland","21, Katharinenstraße, Halensee, Charlottenburg-Wilmersdorf, 10711, Deutschland","(52.4993335, 13.2924572, 0.0)",52.4993335,13.2924572,0.0
558,Wilmersdorf,0,0,14052,1,0,Berlin,0,0,Kastanienallee 18,0,0,,0,0,23.6.2010 00:00:00,0,,2010 linke Hausseite unter Dachrinne Sperlinge,,Kastanienallee 18,"Kastanienallee 18, 14052, Berlin, Deutschland","18, Kastanienallee, Westend, Charlottenburg-Wilmersdorf, 14052, Deutschland","(52.5107803, 13.2683476, 0.0)",52.5107803,13.2683476,0.0
561,Wilmersdorf,1,0,14052,1,0,Berlin,0,1,Karolingerplatz 12,0,0,Foto 028,0,0,28.6.2010 00:00:00,0,,"2010 Einzelstehendes dreistöckiges Haus, Nachkriegsbau, hier rundherum überall Sperlinge, zum Beispiel links von Haustür schräge Metallverblendung, hier Sperlinge, über Haustür Sperlinge unter Dachrinne, die Mauersegler sind links von Haustür, hier zwischen der ersten unteren Dachrinne und Holzverkleidung links vom Fallrohr (nicht sehr hoch!) .- Stück daneben wieder Sperlinge. Das Haus hat rundrum Stellen mit Dachrinne/Holztrauf, hier überall Sperlinge.(12 Eiflüge gesehen) Auch weitere Mauersegleranflüge,
Foto 028",,Karolingerplatz 12,"Karolingerplatz 12, 14052, Berlin, Deutschland","12, Karolingerplatz, Westend, Charlottenburg-Wilmersdorf, 14052, Deutschland","(52.5076198, 13.270304164407477, 0.0)",52.5076198,13.270304164407477,0.0
312,Schöneberg,1,0,10827,0,0,Berlin,0,0,"Kärntener Str. 25, Eckhaus zur Gutzkowstr. 1",0,0,,0,0,8.7.2007 00:00:00,0,,"2007. 1x Mauersegler in Linie des Balkons links von Haustür, unter Dachrinne",,Kärntener Str. 25,"Kärntener Str. 25, 10827, Berlin, Deutschland","25, Kärntener Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland","(52.4791386, 13.3477917, 0.0)",52.4791386,13.3477917,0.0
1266,Schöneberg,0,0,10827,0,0,Berlin,1,0,Kärntener Str. 11,0,0,,0,0,11.6.2013 00:00:00,0,,2013: Mehlschwalbe Schwalbennester + Einflugspuren im 1. und 2. Stock,,Kärntener Str. 11,"Kärntener Str. 11, 10827, Berlin, Deutschland","11, Kärntener Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland","(52.4786003, 13.3475822, 0.0)",52.4786003,13.3475822,0.0
790,Wilmersdorf,0,0,10711,1,0,Berlin,0,0,Karlsruher Str. 9/8,1,0,Foto 117,0,0,9.6.2011 00:00:00,1,,"2011 Durch Toreingang kommt man in Hof, Haustür zur Nr. 9 befindet sich an der Hofseite, dort Backstein-Brandmauer mit vielen Löchern, Hausrotschwanz, viele Sperlinge und einige Stare. Brandmauer gehört sicherlich zu Haus Nr. 8","Brandmauer,",Karlsruher Str. 9,"Karlsruher Str. 9, 10711, Berlin, Deutschland","9, Karlsruher Straße, Halensee, Charlottenburg-Wilmersdorf, 10711, Deutschland","(52.49994495, 13.29465748840273, 0.0)",52.49994495,13.29465748840273,0.0
