ID,Bezirk,Mauersegler,Kontrolle,PLZ,Sperling,Ersatz,Ort,Schwalbe,Wichtig,Strasse,Star,Sanierung,Anhang,Fledermaus,Verloren,Erstbeobachtung,Andere,Melder,Beschreibung,Besonderes,Splitstrasse,ADDRESS,location,point,latitude,longitude,altitude
805,Wilmersdorf,0,0,14199,1,0,Berlin,0,0,Zoppoter Str. 9,0,0,,0,0,11.4.2011 00:00:00,0,,2011 Sperlinge am Fallrohreingang Mauer an rechter Hausgrenze,,Zoppoter Str. 9,"Zoppoter Str. 9, 14199, Berlin, Deutschland","9, Zoppoter Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","(52.4723343, 13.2987493, 0.0)",52.4723343,13.2987493,0.0
803,Wilmersdorf,1,0,14197,0,0,Berlin,0,0,Zoppoter Str. 4/ Helgolandstr.,0,0,"Foto 10.6. 11:00 Uhr Foto 118 , Skizze ist da",0,0,10.6.2011 00:00:00,0,,"2011 einzelstehendes Haus (Gartenhaus?) hinter Strassenfront, einsehbar von Helgolandstr. 3 sowie vom Hof der Zoppoter Str. 3, 1x Mauersegler am Fallrohr an Mauer",,Zoppoter Str. 4,"Zoppoter Str. 4, 14197, Berlin, Deutschland","4, Zoppoter Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","(52.4727804, 13.2984396, 0.0)",52.4727804,13.2984396,0.0
23,Wilmersdorf,1,0,14197,0,0,Berlin,0,0,Zoppoter Str. 26,0,0,,0,0,23.7.2003 00:00:00,0,,"2006: 1x MS unter Giebelspitze unter Dachziegel
2003 unter Giebelspitze unter Dachziegel
Häuser 24,24a und 26 liegen direkt nebeneinander",,Zoppoter Str. 26,"Zoppoter Str. 26, 14197, Berlin, Deutschland","26, Zoppoter Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","(52.4711499, 13.2981723, 0.0)",52.4711499,13.2981723,0.0
22,Wilmersdorf,1,0,14197,0,0,Berlin,0,0,Zoppoter Str. 24A,0,0,,0,0,23.7.2003 00:00:00,0,,2003 1x Mauersegler unter Dachrinne,,Zoppoter Str. 24A,"Zoppoter Str. 24A, 14197, Berlin, Deutschland","24a, Zoppoter Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","(52.4712577, 13.2981822, 0.0)",52.4712577,13.2981822,0.0
21,Wilmersdorf,1,0,14197,1,0,Berlin,0,0,Zoppoter Str. 24,0,0,,0,0,23.7.2003 00:00:00,0,,"2007 1x Sperlinge in Linie Haustür unter Dachrinne, 1x Sperlinge an der Grenze zur Nr. 22 unter Dachrinne (hatte dort 2003 an anderen Stellen, links und rechts von Haustür, Mauersegler gesehen)
2003:2xMauersegler unter Dachrinne links und rechts von Haustür",,Zoppoter Str. 24,"Zoppoter Str. 24, 14197, Berlin, Deutschland","24, Zoppoter Straße, Schmargendorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","(52.4713714, 13.2981936, 0.0)",52.4713714,13.2981936,0.0
305,Wilmersdorf,1,1,14197,0,0,Berlin,0,0,Zoppoter Str. 1,0,0,Skizze,0,0,4.8.2007 00:00:00,0,,"2007: Am linken Hausvorsprung unter Dachrinne, am Übergang zur geraden Wand 1x Mauersegler, siehe Skizze -- GErüst im Herbst,gemeldet",,Zoppoter Str. 1,"Zoppoter Str. 1, 14197, Berlin, Deutschland","Marende, 1, Zoppoter Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","(52.4729758, 13.2990199, 0.0)",52.4729758,13.2990199,0.0
883,Mitte,0,0,10555,1,0,Berlin,0,0,Zinzendorfstr. 5,0,0,,0,0,6.6.2011 00:00:00,0,,2011 Dachschräge zur Abflußrinne hin Sperlinge,,Zinzendorfstr. 5,"Zinzendorfstr. 5, 10555, Berlin, Deutschland","5, Zinzendorfstraße, Moabit, Mitte, 10555, Deutschland","(52.5231967, 13.3319797, 0.0)",52.5231967,13.3319797,0.0
882,Mitte,0,0,10555,1,0,Berlin,0,0,Zinzendorfstr. 15 / Gotzkowskyschule,0,0,,0,0,6.6.2011 00:00:00,0,,2011 zahlreiche Sperlinge unter Flachdach /Gesims Sporthalle,,Zinzendorfstr. 15 ,"Zinzendorfstr. 15 , 10555, Berlin, Deutschland","15, Zinzendorfstraße, Moabit, Mitte, 10555, Deutschland","(52.5233664, 13.331519, 0.0)",52.5233664,13.331519,0.0
1541,Mitte,0,0,13357,0,0,Berlin,1,0,Zingster Str. 11,0,0,,0,0,20.05.16,0,,"2016: Nistplatz befindet sich im Haus Zingster Str. 11, 2 Balkon von unten, von der Haustür auf der linken Seite
Anflüge von Mehlschwalben beobachtet und auch Nestanflüge beobachtet. Nest ist an eingebautem Balkon links oben, von der Straße aus gesehen
-> es handelt sich um einen Gast-Eintrag, Melder hat keine Telefonnr./Email angegeben, Angabe ist nicht kontrolliert",,Zingster Str. 11,"Zingster Str. 11, 13357, Berlin, Deutschland","11, Zingster Straße, Gesundbrunnen, Mitte, 13357, Deutschland","(52.5511739, 13.3886346, 0.0)",52.5511739,13.3886346,0.0
1559,Mitte,0,0,13357,0,0,Berlin,1,0,Zingster Str. 1,0,0,,0,0,22.07.2016,0,,"2016: Zingster Str. 1, 2. OG rechts am Balkon. Schwalbennest ist rechts oben am Balkon, zwischen Fallrohr und Balkondecke. Einflug zum Nest beobachtet
Gasteintrag-> Melder hat keine Kontaktdaten hinterlassen",,Zingster Str. 1,"Zingster Str. 1, 13357, Berlin, Deutschland","1, Zingster Straße, Gesundbrunnen, Mitte, 13357, Deutschland","(52.5505434, 13.3885334, 0.0)",52.5505434,13.3885334,0.0
1526,Mitte,0,1,10117,1,0,Berlin,0,0,Zimmerstrasse 11,0,0,,1,0,18.6.15,0,,2015 Hinterhof vom Hof aus an der rechten Brandmauer mit Dachziegel. Darunter mehrere Paare und in Löchern in Brandmauer. An linker Brandmauer ebenfalls Haussperlinge. Lt. Anwohnerin Fledermäuse,"Im Auge behalten, da Brandmauer noch nicht renoviert, obwohl schon  einige Arbeiten am Hausfront stattgefunden haben. ",Zimmerstrasse 11,"Zimmerstrasse 11, 10117, Berlin, Deutschland","Zimmerstraße, Spandauer Vorstadt, Mitte, Berlin, 10117, Deutschland","(52.507915, 13.394208, 0.0)",52.507915,13.394208,0.0
1523,Mitte,0,0,10117,0,0,Berlin,0,0,Zimmerstraße 92/93 Hinterhof Mauerstraße 81/82,0,0,,0,0,18.6.15,1,,"2015 Turmfalke  Nest in dem Mauerwerk eingebaut  3te Etage von Oben, im Hinterhof (von uns gemeldet Adresse Mauerstr. 79/Ewerk, amtliche Adresse oben laut UNB Mitte)",,Zimmerstraße 92,"Zimmerstraße 92, 10117, Berlin, Deutschland","Zimmerstraße, Spandauer Vorstadt, Mitte, Berlin, 10117, Deutschland","(52.507915, 13.394208, 0.0)",52.507915,13.394208,0.0
226,Steglitz,0,0,12163,0,0,Berlin,1,0,Zimmermannstr. 9,0,0,,0,0,31.7.2006 00:00:00,0,,2006: Mehlschwalben oberer Balkon an rechter Hausgrenze E. Etage,,Zimmermannstr. 9,"Zimmermannstr. 9, 12163, Berlin, Deutschland","9, Zimmermannstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","(52.46008125, 13.321423914678412, 0.0)",52.46008125,13.321423914678412,0.0
225,Steglitz,0,0,12163,1,0,Berlin,0,0,Zimmermannstr. 8,0,0,,0,0,31.7.2006 00:00:00,0,,2006: 1x Sperlinge in Linie Balkon links von Haustür unter Dachverblendung,,Zimmermannstr. 8,"Zimmermannstr. 8, 12163, Berlin, Deutschland","8, Zimmermannstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","(52.46000145, 13.321661628614546, 0.0)",52.46000145,13.321661628614546,0.0
133,Steglitz,1,0,12163,0,0,Berlin,0,0,Zimmermannstr. 5,0,0,Skizze,0,0,28.7.2005 00:00:00,0,,"2008 ebenso
2005: Hofseite an Dachrinne/Eckvorsprung und 2 Stellen rechts daneben mit kleinem Abstand 3x Mauersegler Einflüge, und sehr viele Anflüge. Man kommt dahin über eine Einfahrt Ahornstr. 27 (Eckhaus  hat mehrere Mauerseglerkästen unter Dach, Einflug 1x gesehen bei erstem Kasten rechts von Ecke (Ahornstr. direkt)
Dort im Hof auch noch viele Anflüge gesehen Hofseite Dachrinne und Brandmauer Ahornstr. 26",,Zimmermannstr. 5,"Zimmermannstr. 5, 12163, Berlin, Deutschland","5, Zimmermannstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","(52.4600792, 13.3222899, 0.0)",52.4600792,13.3222899,0.0
1452,Steglitz,0,0,12163,1,0,Berlin,0,0,Zimmermannstr. 26,0,0,,0,0,11.06.2015,0,,"2015 3x Sperlinge unter Dachrinnen in Linie der Hausvorsprünge, beide Vorsprünge",,Zimmermannstr. 26,"Zimmermannstr. 26, 12163, Berlin, Deutschland","26, Zimmermannstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","(52.4607698, 13.3186584, 0.0)",52.4607698,13.3186584,0.0
1201,Steglitz,1,0,12163,1,0,Berlin,0,0,Zimmermannstr. 24,0,0,,0,0,01.07.2014,0,,"2015 dito und 2x Sperlinge unter Dachrinne links und rechts am Haus
2014 Mauersegler links oben, rechts von der Regenrinne, zwischen Fassade und Regenrinne",,Zimmermannstr. 24,"Zimmermannstr. 24, 12163, Berlin, Deutschland","24, Zimmermannstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","(52.4609578, 13.3181342, 0.0)",52.4609578,13.3181342,0.0
228,Steglitz,0,0,12163,1,0,Berlin,0,0,Zimmermannstr. 14,0,0,,0,0,31.7.2006 00:00:00,0,,"2006: 2x Sperlinge, an der Dachgrenze/Fallrohr Hausgrenze zur 15, und einmal unter der Dachrinne  viele Mauersegleranflüge",,Zimmermannstr. 14,"Zimmermannstr. 14, 12163, Berlin, Deutschland","14, Zimmermannstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","(52.460560400000006, 13.320093600000003, 0.0)",52.460560400000006,13.320093600000003,0.0
227,Steglitz,1,1,12163,0,0,Berlin,0,0,Zimmermannstr. 13,0,0,,0,0,31.7.2006 00:00:00,0,,2006: 1x Mauersegler unter Dachverschalung an Hausgrenze zur Nr. 14,,Zimmermannstr. 13,"Zimmermannstr. 13, 12163, Berlin, Deutschland","13, Zimmermannstraße, Steglitz, Steglitz-Zehlendorf, 12163, Deutschland","(52.4603802, 13.3204246, 0.0)",52.4603802,13.3204246,0.0
328,Wilmersdorf,1,0,10585,0,0,Berlin,0,0,Zillestr. 65,0,0,,0,0,6.7.2008 00:00:00,0,,"linke freistehende Hausecke, Holzverschalung, dort Übergang vom Fallrohr/Dach 1x Mauersegler",,Zillestr. 65,"Zillestr. 65, 10585, Berlin, Deutschland","65, Zillestraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10585, Deutschland","(52.51341, 13.3066516, 0.0)",52.51341,13.3066516,0.0
1786,Wedding,0,0,13359,1,0,Berlin,0,0,"Zechliner Str. 4, Carl-Kraemer-Grundschule",0,0,Protokoll,0,0,06.05.2018,0,,"18-05: Nur Front/Dachaufsicht zu betrachten
- Keine Anflüge oder Nistmaterial zu erkennen
- Viele Spatzen in Umgebung","Carl-Kraemer-Grundschule: keine Sanierung geplant laut ""Schulbaumaßnahmen in Mitte"" (pdf-file vom Bezirk)",Zechliner Str. 4,"Zechliner Str. 4, 13359, Berlin, Deutschland","Carl-Kraemer-Grundschule, 4, Zechliner Straße, Soldiner Kiez, Gesundbrunnen, Mitte, 13359, Deutschland","(52.560644499999995, 13.382458688288134, 0.0)",52.560644499999995,13.382458688288134,0.0
285,Schöneberg,0,0,10783,1,0,Berlin,0,0,Yorckstr. 48,0,0,,0,0,16.6.2007 00:00:00,0,,"2007 3x Sperlinge am Stuck Fenster 2. Etage, rechts freie verputzte Mauer, dort Loch in Höhe 2. Etage, 1x Sperlinge",,Yorckstr. 48,"Yorckstr. 48, 10783, Berlin, Deutschland","Fahrschule Eins Zwei Drive, 48, Yorckstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10965, Deutschland","(52.4929455, 13.3678849, 0.0)",52.4929455,13.3678849,0.0
219,Tempelhof-Schöneberg,1,0,10965,1,0,Berlin,0,0,Yorckstr. 47/48,0,0,Foto vorhanden,0,0,31.7.2006,0,,"2016: Sperlinge im Stuck über den Fenstern, dazu Mauersegler Stuck Fenster 2.Etage an Nr. 48 links neben Vorbau, viele Anflüge an andere Positionen
2007 3x Sperlinge am Stuck Fenster 2. Etage, links in Richtung S-.Bahn freie verputzte Mauer, dort Loch in Höhe 2. Etage, 1x Sperlinge
2006: 4x Sperlinge im Stuck über den Fenstern verschiedener Etagen, vorwiegend Nr. 48",,Yorckstr. 47,"Yorckstr. 47, 10965, Berlin, Deutschland","47, Yorckstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10965, Deutschland","(52.4929964, 13.367635, 0.0)",52.4929964,13.367635,0.0
1757,"Steglitz-Zehlendorf, Lichterfelde West",0,0,12203,1,0,Berlin,0,0,Wüllenweberweg 3,0,0,Foto,0,0,21.03.19,0,,"19-3: Einflug Haussperling (17:45h), unter Dachverblendung des rechten Erkers (s. Foto)",Einrüstung der Frontfassade,Wüllenweberweg 3,"Wüllenweberweg 3, 12203, Berlin, Deutschland","3, Wüllenweberweg, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12203, Deutschland","(52.4365218, 13.31176, 0.0)",52.4365218,13.31176,0.0
1346,Steglitz-Zehl,1,1,12165,1,0,Berlin,0,0,Wulffstr. 7 / Grenzburg 5,0,0,,0,0,15.04.2014,0,,"2015 Gebäudeseite Grenzburgstr., Nest an Gebäudeecke in Holzverkleidung des Daches, nahe Fallrohr. Ggf. auch von Mauerseglern genutzt. 

2014:Sperlinge am ganzen Haus verteilt , in Front zur Grenzburg - wie auch zur Wolffstr.. Haus grenzt  an Grenzburgstr. 5, 1x Mauersegler am Giebel Holzverschalung, rechte untere Ecke, ist auch Beschädigung erkennbar, Nistmaterial hängt raus, Einflugstelle zeigt nach Grenzburgstr.
",,Wulffstr. 7 ,"Wulffstr. 7 , 12165, Berlin, Deutschland","7, Wulffstraße, Steglitz, Steglitz-Zehlendorf, 12165, Deutschland","(52.4545413, 13.3166266, 0.0)",52.4545413,13.3166266,0.0
1368,Steglitz,0,0,12165,1,0,Berlin,0,0,Wulffstr. 7,0,0,,0,0,15.04.2015,0,,"Sperlingseinflüge Ecke Grenzburgstr. Gebäudeecke unterm Dach in Holzverkleidung
",,Wulffstr. 7,"Wulffstr. 7, 12165, Berlin, Deutschland","7, Wulffstraße, Steglitz, Steglitz-Zehlendorf, 12165, Deutschland","(52.4545413, 13.3166266, 0.0)",52.4545413,13.3166266,0.0
1638,Kreuzberg-Friedrichshain,0,1,10997,1,0,Berlin,0,0,Wrangelstraße 31,0,1,,1,0,01.05.2014,1,,"2017: Sperlingskolonie unter dem Flachdach eines Neubaus im Innenhof, ca. 10 Brutpaare.
Außerdem am selben Ort Fledermausquartiere.
Im gleichen Hof (aber nicht unter dem Flachdach) brüten Gartenbaumläufer, Gartenrotschwanz, Hausrotschwanz und Star.
",Eigentümer plant Abriss des Gebäudes.,Wrangelstraße 31,"Wrangelstraße 31, 10997, Berlin, Deutschland","31, Wrangelstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland","(52.5014008, 13.433673, 0.0)",52.5014008,13.433673,0.0
1395,Kreuzberg,0,0,10997,1,0,Berlin,0,0,Wrangelstraße 128,0,0,,0,0,18.05.2015,0,,"Mindestens ein Sperlingsnest oberhalb des dritten Stocks unter dem Dach, mittig vom Gebäude. Wahrscheinlich in Stuck-Loch.",,Wrangelstraße 128,"Wrangelstraße 128, 10997, Berlin, Deutschland","Freie Schule Kreuzberg, 128, Wrangelstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland","(52.504080349999995, 13.429105187606828, 0.0)",52.504080349999995,13.429105187606828,0.0
1731,Steglitz-Zehlendorf,1,1,12165,0,0,Berlin,0,0,Wrangelstr. 5,0,0,,0,0,11.07.17,0,,"2017: Viele Anflüge von Mauerseglern, jedoch keine Einflüge beobachtet. Beobachtung jedoch nur 1,5 Std. um die Mittagszeit. Nachkartierung erfolgt.",,Wrangelstr. 5,"Wrangelstr. 5, 12165, Berlin, Deutschland","5, Wrangelstraße, Steglitz, Steglitz-Zehlendorf, 12165, Deutschland","(52.45530745, 13.317034837297733, 0.0)",52.45530745,13.317034837297733,0.0
1730,Steglitz-Zehlendorf,0,0,12165,1,0,Berlin,0,1,Wrangelstr. 11 ,0,0,Foto,0,0,11.07.17,0,,"2017: Lokal Sombrero, Flachbau und rechts danebenliegendes Gebäude, viele Haussperlinge in den Ritzen der Wandverkleidung, auch oberhalb der Fenster.
Einzeln nicht erfasst, aber geschätzt 30 bis 40 Niststätten.",,Wrangelstr. 11 ,"Wrangelstr. 11 , 12165, Berlin, Deutschland","Sombrero, 11, Wrangelstraße, Steglitz, Steglitz-Zehlendorf, 12165, Deutschland","(52.4557314, 13.3170643, 0.0)",52.4557314,13.3170643,0.0
1729,Steglitz-Zehlendorf,1,0,12165,1,0,Berlin,0,0,Wrangelstr. 10,0,0,Fotos vorhanden,0,0,11.07.17,0,,"2017: Haus freistehend, linke Hausseite Sperlinge an Stuck, Gruppe von ca. 40 Haussperlingen am Gebäude und in den Hecken am Haus. Gefundende Niststätten bzw. Einflüge (mit Sicherheit sind es mehr):
Straßenfront, links oben an Hausecke Loch am Stuck, hier Mauersegler, rechte Hausseite, Sperlinge in Stuck über zweitem Fenster von hinterer Hausecke sowie in der Stuckrosette unter dem Dach (über genannten Fenster)",,Wrangelstr. 10,"Wrangelstr. 10, 12165, Berlin, Deutschland","10, Wrangelstraße, Steglitz, Steglitz-Zehlendorf, 12165, Deutschland","(52.4559419, 13.316712596433522, 0.0)",52.4559419,13.316712596433522,0.0
1239,Steglitz,0,0,12169,1,0,Berlin,0,0,Worpsweder Str. 21,0,0,,0,0,26.4.2014 00:00:00,0,,2014 an Dachgaube Übergang Holz/Dachrinne 2x Sperlinge,,Worpsweder Str. 21,"Worpsweder Str. 21, 12169, Berlin, Deutschland","21, Worpsweder Straße, Steglitz, Berlin, 12169, Deutschland","(52.4513169, 13.3402193, 0.0)",52.4513169,13.3402193,0.0
1795,Hohenschönhausen,0,0,13055,0,0,Berlin,0,0,"Worbiser Str. 13, unbebaut",0,0,,1,0,13.05.2019,0,,19-05: Online-Meldeformular:  Die Fledermäuse (leider kenne ich die Arten nicht) fliegen jeden Abend in der Dämmerung über diesem unbebauten Grundstück. Wir können das von unserem Fenster seid ein paar Jahren beobachten.,"unbebautes Grundstück, Fledermäuse nur auf Nahrungssuche, Wochenstuben nicht bekannt",Worbiser Str. 13,"Worbiser Str. 13, 13055, Berlin, Deutschland","13, Worbiser Straße, Alt-Hohenschönhausen, Lichtenberg, 13055, Deutschland","(52.5386978, 13.5140359, 0.0)",52.5386978,13.5140359,0.0
1639,Mitte,1,0,13355,1,0,Berlin,0,0,Wolliner Straße 30,0,0,,0,0,01.06.2015,0,,"2017:am Dach (5.OG) 1 x Mauersegler in 2015 1 Junges
2016 dito 2-3 Junge
ungefähr 5 Sperlingsnester
--> leider keine genauen Angaben, sind die Segler im Nistkasten, woher ist die Jungenanzahl bekannt? Keine Verifizierung möglich, das Meldung ohne Kontaktangaben",,Wolliner Straße 30,"Wolliner Straße 30, 13355, Berlin, Deutschland","30, Wolliner Straße, Gesundbrunnen, Mitte, 13355, Deutschland","(52.5419658, 13.4003309, 0.0)",52.5419658,13.4003309,0.0
842,Schöneberg,0,0,12105,1,0,Berlin,0,0,Wolframstr. 1/ Ecke Kunigundenstr.,0,0,,0,0,7.7.2011 00:00:00,0,,2011 Über der 3. Etage zwischen Regenrinne und Dach mehrere Sperlingseinflüge,,Wolframstr. 1,"Wolframstr. 1, 12105, Berlin, Deutschland","1, Wolframstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12105, Deutschland","(52.4548635, 13.3803047, 0.0)",52.4548635,13.3803047,0.0
119,Wilmersdorf,1,0,10707,1,0,Berlin,0,0,Wittelsbacher Str. 14/Konstanzer 57,0,0,Skizze,0,0,13.7.2005 00:00:00,0,,"2009: siehe Skizze, 1x Mauersegler links über Balkon unter Dachrinne, 1x Sperlinge links daneben 
Skizze, Foto 72
2005: 3x Mauersegler siehe Skizze bzw. Beschreibung
Einfahrt bzw. daneben Fußweg zu Hinterseiten der Gebäude, Haustür von Nr 14 von dort aus. Von Haustür aus gesehen linke Balkonfront, dort etwas vom linken Balkonrand entfernt unter Dachrinne 1x, dann 1x etwa mittig Balkonbreite, auch unter Dachrinne. Nummer 3: von Haustür gesehen rechte Balkonfront, dort Ecke/Fallrohr, dort 1x unter Dachrinne.
Haus bildet die Hinterfront zur Gebäuden der Konstanzer Str., ist aber nach der Nummerierung Wittelsbacher Str. 14",,Wittelsbacher Str. 14,"Wittelsbacher Str. 14, 10707, Berlin, Deutschland","14, Wittelsbacherstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10707, Deutschland","(52.4953489, 13.3112285, 0.0)",52.4953489,13.3112285,0.0
1494,Tempelhof,0,0,12103,1,0,Berlin,0,0,Wittekindstr. 65,0,0,,0,0,24.07.2015,0,,"Sperlinge unter der Dachrinne rechts vom Eingang und rechts vom kleinen Fenster.
Wohungsbaugesellschaft: WBV Neuköln",,Wittekindstr. 65,"Wittekindstr. 65, 12103, Berlin, Deutschland","65, Wittekindstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland","(52.4573801, 13.3726866, 0.0)",52.4573801,13.3726866,0.0
1495,Tempelhof,1,0,12103,1,0,Berlin,0,0,Wittekindstr. 59 / 61,0,0,,0,0,24.07.2015,0,,"Sperlinge unter der Dachrinne, Nistmaterial erkennbar.
An Hausnr. 59 unter der Dachrinne Mauerseglereinflug. Es scheinen noch mehr Nistplätze vorhanden zu sein. Div. Nischen sind teilweise mit dem Fernglas gut zu sehen.
Wohnungsbaugesellschaft: WBV Neuköln",,Wittekindstr. 59 ,"Wittekindstr. 59 , 12103, Berlin, Deutschland","59, Wittekindstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland","(52.4577276, 13.3727157, 0.0)",52.4577276,13.3727157,0.0
1228,Steglitz,1,1,12207,1,0,Berlin,0,0,Wismarer Str. 22-28,0,0,,0,0,24.5.2012 00:00:00,0,,"2012: Sperlinge und ggf. Mauersegler (Anflüge)Hochhaus (Nr. 26 und 28) , unter Metallverblendung, Einflug kanalseitig. mehrere Stellen. An den anderen Häusern gleiche Bauweise, deshalb vermutlich auch dort Nistplätze.",,Wismarer Str. 22-28,"Wismarer Str. 22-28, 12207, Berlin, Deutschland","Wismarer Straße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, 12207, Deutschland","(52.4179665, 13.3048167, 0.0)",52.4179665,13.3048167,0.0
1147,Wilmersdorf,0,0,10587,1,0,Berlin,0,0,Wintersteinstr. 7 und 9,0,0,,0,0,5.7.2013 00:00:00,0,,2013 6x Sperlinge verteilt unter Verblendung Dach,,Wintersteinstr. 7 und 9,"Wintersteinstr. 7 und 9, 10587, Berlin, Deutschland","Wintersteinstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland","(52.5192485, 13.306392, 0.0)",52.5192485,13.306392,0.0
477,Schöneberg,1,0,10781,0,0,Berlin,0,0,Winterfeldtstr. 83,0,0,Skizze,0,0,23.6.2009 00:00:00,0,,"Siehe Skizze, gleich an der Ecke zur Martin-Luther-Str. gibt es einen Eingang in das Häuser/Hofkarree, an der Hinterfront der Winterfeldt 83 zwischen den beiden Balkonfronten 1x Mauerseger linke Ecke mittleres Fenster, 1x Mauersegler ca. 50 cm links daneben, beide unter Dachrinne",,Winterfeldtstr. 83,"Winterfeldtstr. 83, 10781, Berlin, Deutschland","83, Winterfeldtstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland","(52.4958637, 13.3466904, 0.0)",52.4958637,13.3466904,0.0
476,Schöneberg,1,0,10781,0,0,Berlin,0,0,Winterfeldtstr. 80,0,0,,0,0,23.6.2009 00:00:00,0,,"Unter Dachrinne ca. 30 cm von linker Hausecke, Fallrohr, 1x Mauersegler",,Winterfeldtstr. 80,"Winterfeldtstr. 80, 10781, Berlin, Deutschland","80, Winterfeldtstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland","(52.4962354, 13.3469821, 0.0)",52.4962354,13.3469821,0.0
475,Schöneberg,0,0,10781,1,0,Berlin,0,0,Winterfeldtstr. 76,0,0,,0,0,23.6.2009 00:00:00,0,,Am linken Dachvorsprung unter Metallverblendung 1x Sperlinge,,Winterfeldtstr. 76,"Winterfeldtstr. 76, 10781, Berlin, Deutschland","76, Winterfeldtstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland","(52.4962988, 13.3474496, 0.0)",52.4962988,13.3474496,0.0
108,Schöneberg,0,0,10783,1,0,Berlin,0,0,Winterfeldtstr. 7,0,0,,0,0,28.6.2005 00:00:00,0,,2005: 4x Sperlinge im Stuck (oberster Stuck unter Dach),,Winterfeldtstr. 7,"Winterfeldtstr. 7, 10783, Berlin, Deutschland","7, Winterfeldtstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland","(52.4959929, 13.3597463, 0.0)",52.4959929,13.3597463,0.0
1099,Steglitz,1,0,12169,0,0,Berlin,0,0,Wilseder Str. 18,0,0,Foto,0,0,9.7.2013 00:00:00,0,,"2013: Straßenfront Mauersegler rechte Hausecke unter Regenrinne, ein Einflug nach div. Anflügen",,Wilseder Str. 18,"Wilseder Str. 18, 12169, Berlin, Deutschland","18, Wilseder Straße, Steglitz, Berlin, 12169, Deutschland","(52.4514612, 13.3411825, 0.0)",52.4514612,13.3411825,0.0
547,Wilmersdorf,1,0,10629,1,0,Berlin,0,0,Wilmersdorfer Str. 94,0,0,,0,0,21.6.2010 00:00:00,0,,"altes Haus in gutem Zustand, 2x Sperlinge an linker Hausseite unter Dachrinne, auch im Hof viele Sperlinge auf den Dächern, viele Mauersegleranflüge",,Wilmersdorfer Str. 94,"Wilmersdorfer Str. 94, 10629, Berlin, Deutschland","94, Wilmersdorfer Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10629, Deutschland","(52.5012178, 13.3078359, 0.0)",52.5012178,13.3078359,0.0
327,Wilmersdorf,0,0,10585,1,0,Berlin,0,0,Wilmersdorfer Str. 156/Ecke Haubach,0,0,,0,0,29.6.2008 00:00:00,0,,"an Mauervertiefung Sperlinge unter der Dachrinne, 2x weitere noch unter Dachrinne",,Wilmersdorfer Str. 156,"Wilmersdorfer Str. 156, 10585, Berlin, Deutschland","2 Friends, 156, Wilmersdorfer Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10585, Deutschland","(52.515399, 13.3048408, 0.0)",52.515399,13.3048408,0.0
326,Wilmersdorf,0,0,10585,1,0,Berlin,0,0,Wilmersdorfer Str. 155,0,0,,0,0,8.7.2008 00:00:00,0,,3x Sperlinge verteilt unter Dachrinne,,Wilmersdorfer Str. 155,"Wilmersdorfer Str. 155, 10585, Berlin, Deutschland","Radstätte, 155, Wilmersdorfer Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10585, Deutschland","(52.5152778, 13.3048793, 0.0)",52.5152778,13.3048793,0.0
