ID,Bezirk,Mauersegler,Kontrolle,PLZ,Sperling,Ersatz,Ort,Schwalbe,Wichtig,Strasse,Star,Sanierung,Anhang,Fledermaus,Verloren,Erstbeobachtung,Andere,Melder,Beschreibung,Besonderes
805,Wilmersdorf,0,0,14199,1,0,Berlin,0,0,Zoppoter Str. 9,0,0,,0,0,11.4.2011 00:00:00,0,,2011 Sperlinge am Fallrohreingang Mauer an rechter Hausgrenze,
803,Wilmersdorf,1,0,14197,0,0,Berlin,0,0,Zoppoter Str. 4/ Helgolandstr.,0,0,"Foto 10.6. 11:00 Uhr Foto 118 , Skizze ist da",0,0,10.6.2011 00:00:00,0,,"2011 einzelstehendes Haus (Gartenhaus?) hinter Strassenfront, einsehbar von Helgolandstr. 3 sowie vom Hof der Zoppoter Str. 3, 1x Mauersegler am Fallrohr an Mauer",
23,Wilmersdorf,1,0,14197,0,0,Berlin,0,0,Zoppoter Str. 26,0,0,,0,0,23.7.2003 00:00:00,0,,"2006: 1x MS unter Giebelspitze unter Dachziegel
2003 unter Giebelspitze unter Dachziegel
Häuser 24,24a und 26 liegen direkt nebeneinander",
22,Wilmersdorf,1,0,14197,0,0,Berlin,0,0,Zoppoter Str. 24A,0,0,,0,0,23.7.2003 00:00:00,0,,2003 1x Mauersegler unter Dachrinne,
21,Wilmersdorf,1,0,14197,1,0,Berlin,0,0,Zoppoter Str. 24,0,0,,0,0,23.7.2003 00:00:00,0,,"2007 1x Sperlinge in Linie Haustür unter Dachrinne, 1x Sperlinge an der Grenze zur Nr. 22 unter Dachrinne (hatte dort 2003 an anderen Stellen, links und rechts von Haustür, Mauersegler gesehen)
2003:2xMauersegler unter Dachrinne links und rechts von Haustür",
305,Wilmersdorf,1,1,14197,0,0,Berlin,0,0,Zoppoter Str. 1,0,0,Skizze,0,0,4.8.2007 00:00:00,0,,"2007: Am linken Hausvorsprung unter Dachrinne, am Übergang zur geraden Wand 1x Mauersegler, siehe Skizze -- GErüst im Herbst,gemeldet",
882,Mitte,0,0,10555,1,0,Berlin,0,0,Zinzendorfer Str. Gotzkowskyschule,0,0,,0,0,6.6.2011 00:00:00,0,,2011 zahlreiche Sperlinge unter Flachdach /Gesims Sporthalle,
883,Mitte,0,0,10555,1,0,Berlin,0,0,Zinzendorfer Str. 5,0,0,,0,0,6.6.2011 00:00:00,0,,2011 Dachschräge zur Abflußrinne hin Sperlinge,
1541,Mitte,0,0,13357,0,0,Berlin,1,0,Zingster Str. 11,0,0,,0,0,20.05.16,0,,"2016: Nistplatz befindet sich im Haus Zingster Str. 11, 2 Balkon von unten, von der Haustür auf der linken Seite
Anflüge von Mehlschwalben beobachtet und auch Nestanflüge beobachtet. Nest ist an eingebautem Balkon links oben, von der Straße aus gesehen
-> es handelt sich um einen Gast-Eintrag, Melder hat keine Telefonnr./Email angegeben, Angabe ist nicht kontrolliert",
1559,Mitte,0,0,13357,0,0,Berlin,1,0,Zingster Str. 1,0,0,,0,0,22.07.2016,0,,"2016: Zingster Str. 1, 2. OG rechts am Balkon. Schwalbennest ist rechts oben am Balkon, zwischen Fallrohr und Balkondecke. Einflug zum Nest beobachtet
Gasteintrag-> Melder hat keine Kontaktdaten hinterlassen",
1526,Mitte,0,1,10117,1,0,Berlin,0,0,Zimmerstrasse 11,0,0,,1,0,18.6.15,0,,2015 Hinterhof vom Hof aus an der rechten Brandmauer mit Dachziegel. Darunter mehrere Paare und in Löchern in Brandmauer. An linker Brandmauer ebenfalls Haussperlinge. Lt. Anwohnerin Fledermäuse,"Im Auge behalten, da Brandmauer noch nicht renoviert, obwohl schon  einige Arbeiten am Hausfront stattgefunden haben. "
1523,Mitte,0,0,10117,0,0,Berlin,0,0,Zimmerstraße 92/93 Hinterhof Mauerstraße 81/82,0,0,,0,0,18.6.15,1,,"2015 Turmfalke  Nest in dem Mauerwerk eingebaut  3te Etage von Oben, im Hinterhof (von uns gemeldet Adresse Mauerstr. 79/Ewerk, amtliche Adresse oben laut UNB Mitte)",
226,Steglitz,0,0,12163,0,0,Berlin,1,0,Zimmermannstr. 9,0,0,,0,0,31.7.2006 00:00:00,0,,2006: Mehlschwalben oberer Balkon an rechter Hausgrenze E. Etage,
225,Steglitz,0,0,12163,1,0,Berlin,0,0,Zimmermannstr. 8,0,0,,0,0,31.7.2006 00:00:00,0,,2006: 1x Sperlinge in Linie Balkon links von Haustür unter Dachverblendung,
133,Steglitz,1,0,12163,0,0,Berlin,0,0,Zimmermannstr. 5,0,0,Skizze,0,0,28.7.2005 00:00:00,0,,"2008 ebenso
2005: Hofseite an Dachrinne/Eckvorsprung und 2 Stellen rechts daneben mit kleinem Abstand 3x Mauersegler Einflüge, und sehr viele Anflüge. Man kommt dahin über eine Einfahrt Ahornstr. 27 (Eckhaus  hat mehrere Mauerseglerkästen unter Dach, Einflug 1x gesehen bei erstem Kasten rechts von Ecke (Ahornstr. direkt)
Dort im Hof auch noch viele Anflüge gesehen Hofseite Dachrinne und Brandmauer Ahornstr. 26",
1452,Steglitz,0,0,12163,1,0,Berlin,0,0,Zimmermannstr. 26,0,0,,0,0,11.06.2015,0,,"2015 3x Sperlinge unter Dachrinnen in Linie der Hausvorsprünge, beide Vorsprünge",
1201,Steglitz,1,0,12163,1,0,Berlin,0,0,Zimmermannstr. 24,0,0,,0,0,01.07.2014,0,,"2015 dito und 2x Sperlinge unter Dachrinne links und rechts am Haus
2014 Mauersegler links oben, rechts von der Regenrinne, zwischen Fassade und Regenrinne",
228,Steglitz,0,0,12163,1,0,Berlin,0,0,Zimmermannstr. 14,0,0,,0,0,31.7.2006 00:00:00,0,,"2006: 2x Sperlinge, an der Dachgrenze/Fallrohr Hausgrenze zur 15, und einmal unter der Dachrinne  viele Mauersegleranflüge",
227,Steglitz,1,1,12163,0,0,Berlin,0,0,Zimmermannstr. 13,0,0,,0,0,31.7.2006 00:00:00,0,,2006: 1x Mauersegler unter Dachverschalung an Hausgrenze zur Nr. 14,
328,Wilmersdorf,1,0,10585,0,0,Berlin,0,0,Zillestr. 65,0,0,,0,0,6.7.2008 00:00:00,0,,"linke freistehende Hausecke, Holzverschalung, dort Übergang vom Fallrohr/Dach 1x Mauersegler",
1786,Wedding,0,0,13359,1,0,Berlin,0,0,"Zechliner Str. 4, Carl-Kraemer-Grundschule",0,0,Protokoll,0,0,06.05.2018,0,,"18-05: Nur Front/Dachaufsicht zu betrachten
- Keine Anflüge oder Nistmaterial zu erkennen
- Viele Spatzen in Umgebung","Carl-Kraemer-Grundschule: keine Sanierung geplant laut ""Schulbaumaßnahmen in Mitte"" (pdf-file vom Bezirk)"
285,Schöneberg,0,0,10783,1,0,Berlin,0,0,Yorckstr. 48,0,0,,0,0,16.6.2007 00:00:00,0,,"2007 3x Sperlinge am Stuck Fenster 2. Etage, rechts freie verputzte Mauer, dort Loch in Höhe 2. Etage, 1x Sperlinge",
219,Tempelhof-Schöneberg,1,0,10965,1,0,Berlin,0,0,Yorckstr. 47/48,0,0,Foto vorhanden,0,0,31.7.2006,0,,"2016: Sperlinge im Stuck über den Fenstern, dazu Mauersegler Stuck Fenster 2.Etage an Nr. 48 links neben Vorbau, viele Anflüge an andere Positionen
2007 3x Sperlinge am Stuck Fenster 2. Etage, links in Richtung S-.Bahn freie verputzte Mauer, dort Loch in Höhe 2. Etage, 1x Sperlinge
2006: 4x Sperlinge im Stuck über den Fenstern verschiedener Etagen, vorwiegend Nr. 48",
1757,"Steglitz-Zehlendorf, Lichterfelde West",0,0,12203,1,0,Berlin,0,0,Wüllenweberweg 3,0,0,Foto,0,0,21.03.19,0,,"19-3: Einflug Haussperling (17:45h), unter Dachverblendung des rechten Erkers (s. Foto)",Einrüstung der Frontfassade
1346,Steglitz-Zehl,1,1,12165,1,0,Berlin,0,0,Wulffstr. 7 / Grenzburg 5,0,0,,0,0,15.04.2014,0,,"2015 Gebäudeseite Grenzburgstr., Nest an Gebäudeecke in Holzverkleidung des Daches, nahe Fallrohr. Ggf. auch von Mauerseglern genutzt. 

2014:Sperlinge am ganzen Haus verteilt , in Front zur Grenzburg - wie auch zur Wolffstr.. Haus grenzt  an Grenzburgstr. 5, 1x Mauersegler am Giebel Holzverschalung, rechte untere Ecke, ist auch Beschädigung erkennbar, Nistmaterial hängt raus, Einflugstelle zeigt nach Grenzburgstr.
",
1368,Steglitz,0,0,12165,1,0,Berlin,0,0,Wulffstr. 7,0,0,,0,0,15.04.2015,0,,"Sperlingseinflüge Ecke Grenzburgstr. Gebäudeecke unterm Dach in Holzverkleidung
",
1638,Kreuzberg-Friedrichshain,0,1,10997,1,0,Berlin,0,0,Wrangelstraße 31,0,1,,1,0,01.05.2014,1,,"2017: Sperlingskolonie unter dem Flachdach eines Neubaus im Innenhof, ca. 10 Brutpaare.
Außerdem am selben Ort Fledermausquartiere.
Im gleichen Hof (aber nicht unter dem Flachdach) brüten Gartenbaumläufer, Gartenrotschwanz, Hausrotschwanz und Star.
",Eigentümer plant Abriss des Gebäudes.
1395,Kreuzberg,0,0,10997,1,0,Berlin,0,0,Wrangelstraße 128,0,0,,0,0,18.05.2015,0,,"Mindestens ein Sperlingsnest oberhalb des dritten Stocks unter dem Dach, mittig vom Gebäude. Wahrscheinlich in Stuck-Loch.",
1731,Steglitz-Zehlendorf,1,1,12165,0,0,Berlin,0,0,Wrangelstr. 5,0,0,,0,0,11.07.17,0,,"2017: Viele Anflüge von Mauerseglern, jedoch keine Einflüge beobachtet. Beobachtung jedoch nur 1,5 Std. um die Mittagszeit. Nachkartierung erfolgt.",
1730,Steglitz-Zehlendorf,0,0,12165,1,0,Berlin,0,1,Wrangelstr. 11 ,0,0,Foto,0,0,11.07.17,0,,"2017: Lokal Sombrero, Flachbau und rechts danebenliegendes Gebäude, viele Haussperlinge in den Ritzen der Wandverkleidung, auch oberhalb der Fenster.
Einzeln nicht erfasst, aber geschätzt 30 bis 40 Niststätten.",
1729,Steglitz-Zehlendorf,1,0,12165,1,0,Berlin,0,0,Wrangelstr. 10,0,0,Fotos vorhanden,0,0,11.07.17,0,,"2017: Haus freistehend, linke Hausseite Sperlinge an Stuck, Gruppe von ca. 40 Haussperlingen am Gebäude und in den Hecken am Haus. Gefundende Niststätten bzw. Einflüge (mit Sicherheit sind es mehr):
Straßenfront, links oben an Hausecke Loch am Stuck, hier Mauersegler, rechte Hausseite, Sperlinge in Stuck über zweitem Fenster von hinterer Hausecke sowie in der Stuckrosette unter dem Dach (über genannten Fenster)",
1239,Steglitz,0,0,12169,1,0,Berlin,0,0,Worpsweder Str. 21,0,0,,0,0,26.4.2014 00:00:00,0,,2014 an Dachgaube Übergang Holz/Dachrinne 2x Sperlinge,
1795,Hohenschönhausen,0,0,13055,0,0,Berlin,0,0,"Worbiser Str. 13, unbebaut",0,0,,1,0,13.05.2019,0,,19-05: Online-Meldeformular:  Die Fledermäuse (leider kenne ich die Arten nicht) fliegen jeden Abend in der Dämmerung über diesem unbebauten Grundstück. Wir können das von unserem Fenster seid ein paar Jahren beobachten.,"unbebautes Grundstück, Fledermäuse nur auf Nahrungssuche, Wochenstuben nicht bekannt"
1639,Mitte,1,0,13355,1,0,Berlin,0,0,Wolliner Straße 30,0,0,,0,0,01.06.2015,0,,"2017:am Dach (5.OG) 1 x Mauersegler in 2015 1 Junges
2016 dito 2-3 Junge
ungefähr 5 Sperlingsnester
--> leider keine genauen Angaben, sind die Segler im Nistkasten, woher ist die Jungenanzahl bekannt? Keine Verifizierung möglich, das Meldung ohne Kontaktangaben",
842,Schöneberg,0,0,12105,1,0,Berlin,0,0,Wolframstr. 1 Ecke Kunigundenstr.,0,0,,0,0,7.7.2011 00:00:00,0,,2011 Über der 3. Etage zwischen Regenrinne und Dach mehrere Sperlingseinflüge,
119,Wilmersdorf,1,0,10707,1,0,Berlin,0,0,Wittelsbacher Str. 14/Konstanzer 57,0,0,Skizze,0,0,13.7.2005 00:00:00,0,,"2009: siehe Skizze, 1x Mauersegler links über Balkon unter Dachrinne, 1x Sperlinge links daneben 
Skizze, Foto 72
2005: 3x Mauersegler siehe Skizze bzw. Beschreibung
Einfahrt bzw. daneben Fußweg zu Hinterseiten der Gebäude, Haustür von Nr 14 von dort aus. Von Haustür aus gesehen linke Balkonfront, dort etwas vom linken Balkonrand entfernt unter Dachrinne 1x, dann 1x etwa mittig Balkonbreite, auch unter Dachrinne. Nummer 3: von Haustür gesehen rechte Balkonfront, dort Ecke/Fallrohr, dort 1x unter Dachrinne.
Haus bildet die Hinterfront zur Gebäuden der Konstanzer Str., ist aber nach der Nummerierung Wittelsbacher Str. 14",
1494,Tempelhof,0,0,12103,1,0,Berlin,0,0,Wittekindstr. 65,0,0,,0,0,24.07.2015,0,,"Sperlinge unter der Dachrinne rechts vom Eingang und rechts vom kleinen Fenster.
Wohungsbaugesellschaft: WBV Neuköln",
1495,Tempelhof,1,0,12103,1,0,Berlin,0,0,Wittekindstr. 59 / 61,0,0,,0,0,24.07.2015,0,,"Sperlinge unter der Dachrinne, Nistmaterial erkennbar.
An Hausnr. 59 unter der Dachrinne Mauerseglereinflug. Es scheinen noch mehr Nistplätze vorhanden zu sein. Div. Nischen sind teilweise mit dem Fernglas gut zu sehen.
Wohnungsbaugesellschaft: WBV Neuköln",
1228,Steglitz,1,1,12207,1,0,Berlin,0,0,Wismarer Str. 22-28,0,0,,0,0,24.5.2012 00:00:00,0,,"2012: Sperlinge und ggf. Mauersegler (Anflüge)Hochhaus (Nr. 26 und 28) , unter Metallverblendung, Einflug kanalseitig. mehrere Stellen. An den anderen Häusern gleiche Bauweise, deshalb vermutlich auch dort Nistplätze.",
1147,Wilmersdorf,0,0,10587,1,0,Berlin,0,0,Wintersteinstr. 7 und 9,0,0,,0,0,5.7.2013 00:00:00,0,,2013 6x Sperlinge verteilt unter Verblendung Dach,
477,Schöneberg,1,0,10781,0,0,Berlin,0,0,Winterfeldtstr. 83,0,0,Skizze,0,0,23.6.2009 00:00:00,0,,"Siehe Skizze, gleich an der Ecke zur Martin-Luther-Str. gibt es einen Eingang in das Häuser/Hofkarree, an der Hinterfront der Winterfeldt 83 zwischen den beiden Balkonfronten 1x Mauerseger linke Ecke mittleres Fenster, 1x Mauersegler ca. 50 cm links daneben, beide unter Dachrinne",
476,Schöneberg,1,0,10781,0,0,Berlin,0,0,Winterfeldtstr. 80,0,0,,0,0,23.6.2009 00:00:00,0,,"Unter Dachrinne ca. 30 cm von linker Hausecke, Fallrohr, 1x Mauersegler",
475,Schöneberg,0,0,10781,1,0,Berlin,0,0,Winterfeldtstr. 76,0,0,,0,0,23.6.2009 00:00:00,0,,Am linken Dachvorsprung unter Metallverblendung 1x Sperlinge,
108,Schöneberg,0,0,10783,1,0,Berlin,0,0,Winterfeldtstr. 7,0,0,,0,0,28.6.2005 00:00:00,0,,2005: 4x Sperlinge im Stuck (oberster Stuck unter Dach),
1099,Steglitz,1,0,12169,0,0,Berlin,0,0,Wilseder Str. 18,0,0,Foto,0,0,9.7.2013 00:00:00,0,,"2013: Straßenfront Mauersegler rechte Hausecke unter Regenrinne, ein Einflug nach div. Anflügen",
547,Wilmersdorf,1,0,10629,1,0,Berlin,0,0,Wilmersdorfer Str. 94,0,0,,0,0,21.6.2010 00:00:00,0,,"altes Haus in gutem Zustand, 2x Sperlinge an linker Hausseite unter Dachrinne, auch im Hof viele Sperlinge auf den Dächern, viele Mauersegleranflüge",
327,Wilmersdorf,0,0,10585,1,0,Berlin,0,0,Wilmersdorfer Str. 156/Ecke Haubach,0,0,,0,0,29.6.2008 00:00:00,0,,"an Mauervertiefung Sperlinge unter der Dachrinne, 2x weitere noch unter Dachrinne",
326,Wilmersdorf,0,0,10585,1,0,Berlin,0,0,Wilmersdorfer Str. 155,0,0,,0,0,8.7.2008 00:00:00,0,,3x Sperlinge verteilt unter Dachrinne,
237,Schöneberg,1,0,10827,1,0,Berlin,0,0,Willmanndamm 5,0,0,,0,0,15.8.2006 00:00:00,0,,"2013: 5x Sperlinge am Fallrohr
2006: 1x Mauersegler in Mauer am Fallrohr, linke Hausgrenze, aber noch Nr. 5, in Höhe 4. Etage
3x Sperlinge unter den Mauerseglern verteilt ebenfalls in Mauer am Fallrohr",Brandmauer mit Bewuchs
238,Schöneberg,1,0,10827,1,0,Berlin,0,0,Willmanndamm 3/5,0,0,,0,0,15.8.2006 00:00:00,0,,"2013: 5x Sperlinge am Fallrohr
2006: 1x Mauersegler in Mauer am Fallrohr, linke Hausgrenze, aber noch Nr. 5, in Höhe 4. Etage 3x Sperlinge unter den Mauerseglern verteilt ebenfalls in Mauer am Fallrohr""
2006: 1x Sperlinge unter Dachrinne links von Haustür, 1x Mauersegler (???  nur Rufe gehört)",
221,Kreuzberg,0,0,10963,0,0,Berlin,1,0,"Wilhelmstr. 10-11, Ecke zur Rahel-Varnhagen-Promen",0,0,,0,0,31.7.2006 00:00:00,0,,2006: 2x Mehlschwalben Balkon 2. Etage in Front zur Rahel-Varnhagen-Promenade,
1804,Reinickendorf,1,0,13439,1,0,Berlin,0,0,"Wilhelmsruher Damm 90, Charlie-Chaplin-Grundschule",0,1,,0,0,2018,0,,"Schulsanierungskartierungsliste: Charlie-Chaplin-Grundschule

2018: Haussperlinge nisten rund um das Gebäude in den Rolladenkästen und unterm Dach. Viele Mauerseglernistkästen (z.T. von Haussperlingen genutzt) und Kotspuren am Dachrand lassen auch auf mögliche Mauersegler Brutplätze schließen. Sporthalle wurde schon saniert",Schulsanierung: 2018 Grundsanierung Sporthalle
115,Schöneberg,1,0,12161,0,0,Berlin,0,0,Wilhelmshöher Str. 15,0,0,,0,0,5.7.2005 00:00:00,0,,"2006  dito,2005 Eckhaus zur Rheingaustr. 
über obersten Balkon ist Dachholzverschalung, dort in Loch 1x Mauersegler (nach Auskunft einer Frau aus dem Nebenhaus schon letztes Jahr),",
116,Schöneberg,1,0,12161,0,0,Berlin,0,0,Wilhelmshöher Str. 14,0,0,,0,0,5.7.2005 00:00:00,0,,"2006 dito
2005: Seitenflügel, 14 Seitenflügel in 90° Winkel zur Strasse, hat Giebel, rechts vom Giebel unter Dachrinne (kleines Stück, dort mittig) 1x Mauersegler,",
609,Kreuzberg,1,1,10965,1,0,Berlin,0,0,Wilhelmshöhe 11,0,0,"marode, sehr renovierungsbedürftig",1,0,8.7.2010 00:00:00,0,,"2010 alte Villa, oberer Dachbereich teilweise sehr lädiert, heir an linker Hausseite  ein Giebel, rechts Loch, hier Mauersegler. Viele weitere Anflüge und überall Sperlinge. Sieht auch nach Fledermäusen aus...","marode, sehr renovierungsbedürftig"
998,Wilmersdorf,0,0,10713,1,0,Berlin,0,1,Wilhelmsaue 30,0,0,,0,0,12.6.2012 00:00:00,1,,"2012 linke Hausseite Brandmauer aus Ziegel mit Löchern, hier zahlreiche Sperlinge und Hausrotschwanz,",Brandmauer viele Vögel
997,Wilmersdorf,0,0,10713,1,0,Berlin,0,0,Wilhelmsaue 113,0,0,,0,0,27.6.2012 00:00:00,0,,2012 an der rechten Hausgrenze zur 112 (Kirche) in der Fallrohrnische 2x Sperlinge,
996,Wilmersdorf,0,0,10713,1,0,Berlin,0,1,Wilhelmsaue 112 Kirche,0,0,,0,0,27.6.2012 00:00:00,0,,"2012 am Kirchenschiff Verblendung/Dach überall Sperlinge, gut einsehbar auch von der Toreinfahrt links neben Uhlandstr. 100a //auch an der Hinterfront des Gebäudes Wilhelmsaue 112 unter der Dachrinne",wichtiger Sperlingsstandort
1609,Wilmersdorf-Charlottenburg,0,0,10713,1,0,Berlin,0,0,Wilhelmsaue 112,0,0,Fotos vorhanden,0,0,27.6.16,0,,"2016: im Hinterhof / Zugang Blissestraße 13 -15 / Toreinfahrt/ Regenrinne / 1 Spatzennest,
Standort viele Sperlingen, siehe auch Kirche Wilhelmsaue 112
",
995,Wilmersdorf,0,0,10713,1,0,Berlin,0,0,Wilhelmsaue 111/111a,0,0,,0,0,27.6.2012 00:00:00,0,,"2012 Hinterfront, man kommt über Toreinfahrt Blissestr. 15 rein, Sperlinge an 111 unter Dachrinne und 111a in Lüfungsloch",
1608,Charlottenburg-Wilmerdorf,0,0,10713,1,0,Berlin,0,0,Wilhelmsaue 110/111,0,0,Fotos vorhanden,0,0,29.06.16,0,,"2016: Nr. 110 (Ecke Blissestraße) und 111 / Spalte zwischen den Häusern / Regenrinne
mindestens 10 Spatzenpaare, viele in Umgebung
",
983,Wilmersdorf,1,0,10713,0,0,Berlin,0,0,Wilhelmsaue 108A/ Ecke Blissee 14,0,0,,0,0,18.6.2012 00:00:00,0,,2012 an linkker Hausgrenze zum Eckhaus Blissestr. 14 an etwas defekter Stelle Mauersegler unter Dachrinne,
994,Wilmersdorf,0,0,10713,1,0,Berlin,0,0,Wilhelmsaue 106-108,0,0,,0,0,12.6.2012 00:00:00,0,,"2012 Haus mit Flachdach, verblendet, zahlreiche Sperlinge verteilt unter Verblendung",
993,Wilmersdorf,0,1,10713,1,0,Berlin,0,0,Wilhelmsaue 105,0,0,,0,0,12.6.2012 00:00:00,1,,"2012 linke Hausseite Brandmauer aus Ziegel mit Löchern, hier zahlreiche Sperlinge, Hausrotschwanz, am Hinterhaus ebenfalls Brandmauer und starke Fassadenbegrünung, viele Vögel","Brandmauer, viele Vögel, Fassadenbegrünung"
992,Wilmersdorf,0,0,10713,1,0,Berlin,0,0,Wilhelmsaue 101,0,0,,0,0,12.6.2012 00:00:00,0,,"2012 rechte Hausseite mit starker Fassadenbegrünung, hier viele Sperlinge",Fassadenbegrünung
1803,Reinickendorf,0,0,13437,1,0,Berlin,0,0,"Wilhelm-Gericke-Straße 7, Ringelnatz Grundschule",0,1,,0,1,2018,0,,"Schulsanierungskartierungsliste

18-04: anonyme Meldung der Baumaßnahmen, CS vor Ort, Meldung an UNB, Gutachter, für weitere Baumaßnahmen und Ersatz
Das Gebäude wird zur Zeit saniert und es ist zu vermuten dass schon zahlreiche Nistplätze zerstört wurden. Es besteht die begründete Vermutung, dass die verbleibenden Bruten akut durch die aktuellen Sanierungsmaßnahmen gefährdet sind
Bitte umgehend prüfen, Fotos der Kartierungen liegen vor
",Schulsanierung 2018: Fassade
1784,Test,1,0,14197,0,0,Berlin,0,0,"Wiesbadener Str., 50c",0,0,,0,0,1.5.2019,0,,Dies ist ein Test von Rahim Baradari,nichts besonderes
48,Wilmersdorf,1,0,14197,0,0,Berlin,0,0,Wiesbadener Str. 76,0,0,,0,0,2.7.2004 00:00:00,0,,2004: 1x Mauersegler unter Dachrinne in Linie über Haustür,
57,Wilmersdorf,1,0,14197,1,0,Berlin,0,1,Wiesbadener Str. 71,0,0,Skizze,0,0,9.7.2004 00:00:00,0,,"2013 wie beschrieben
2004: 3x Mauersegler, alle an der Rückseite des Hauses unter der Dachrinne, diese Seite zeigt zur Geisenheimer Str. bzw. zum Hof hin, und 2x Mauersegler an Rückseite von (wahrscheinl.) Geisenheimer Str. 56 (dort sind ja nach vorn schon gemeldete)
(auf der anderen Strassenseite ist Wiesbadener 25, wo so viele MS in Jalousiekästen sind,
Sperlinge überall verteilt unter Dachrinne",
98,Schöneberg,1,0,12161,1,0,Berlin,0,0,Wiesbadener Str. 7,0,0,,0,0,18.6.2005 00:00:00,0,,"2005: (Haus ist neben Eckhaus zur Stubenrauchstr.)
3x Mauersegler und 1x Sperlinge
alle Einflugstellen sind links neben dem Fallrohr (an der Grenze zur Nummer 8), dort gibt es kleinere Löcher. Position der Einflugstellen: 
1x direkt ganz oben an der Kante Mauersegler,
1x ca. 1m von oben Mauersegler,
1x ca. 2m von oben Mauersegler,
1x ca. 2,50 m von oben Sperlinge
in 2009 nur einmal ganz früh kartiert, hier erste Meldung überhaupt im Jahr- am 9.2. an Grenze zum Schillerpaltz 8 Sperlinge an Dachrinne in Höhe 1. Eage",
1295,Wilmersdorf,0,0,14197,1,0,Berlin,0,0,Wiesbadener Str. 62,0,0,,0,0,3.6.2014 00:00:00,0,,2014 mehrere Sperlinge links und rechts an den Ziegelabschlüssen/Dachgauben,
244,Wilmersdorf,0,0,14197,1,1,Berlin,0,0,Wiesbadener Str. 59,0,0,,0,0,16.5.2007 00:00:00,0,,"2010 dito, und zusätzlich2. und 3 Etage direkt an Ecke unter den Metallverblendungen
2009:in beiden Kästen Sperlinge^
2007: Schwegler-Mauerseglerkästen Typ 18
an der Hausfront des Treppenhausturms zur Wiesbadener Str., wo der Efeu entfernt wurde, sind 2 solche Kästen angebracht. Im unteren 1x Sperlinge am 16.5.07",
1509,Wilmersdorf,0,0,14197,1,1,Berlin,0,0,Wiesbadener Str. 58H,0,1,,0,0,17.06.2015,0,,"2016 díto
2015 1x Sperlinge unter Ziegelabschluss an Ecke, viele Sperlinge sitzen auf Dachrinne","2016 Dacherneuerung Komplex 58H 58I 58G - kompletter Gebäudetrakt, UNB gemeldet, Orniholog. Betreuung, ERsatz wird gemacht, es sind noch mehr Sperlinge am "
110,Wilmersdorf,0,0,14197,1,0,Berlin,0,0,Wiesbadener Str. 58A,0,0,,0,0,2.7.2005 00:00:00,0,,"2005: Block steht im rechten Winkel zur Wiesbadener Str. Unter Dachrinne auf Hofseite 2x Sperlinge, links und rechts in Linie über Haustür (es gibt auch im Hof Ausgänge und einen Weg zur Strasse) sowie einmal Sperlinge in einem Lüfungsloch ? 2.Etage Hofseite",
1401,Wilmersdorf,0,0,14197,1,0,Berlin,0,0,Wiesbadener Str. 58,0,0,,0,0,4.7.2014,0,,"2014: unter Dachrinne Straßenfront mehrere Sperlinge verteilt
",
106,Wilmersdorf,0,0,14197,0,0,Berlin,1,0,Wiesbadener Str. 57,0,0,,0,0,23.6.2005 00:00:00,0,,"2012 Rückfront, zeigt zum Parkplatz hin, unter Trauf/Balkonecke 1x Mehlschwalben
1x Mehlschwalben, Nest links in Linie neben Haustür oben am Dach
2005, 2006 Rückfront, zeigt zum Parkplatz hin, unter Trauf/Balkonecke 1x Mehlschwalben
1x Mehlschwalben, Nest links in Linie neben Haustür oben am Dach",
1031,Wilmersdorf,0,0,14197,0,0,Berlin,1,0,Wiesbadener Str. 56,0,0,,0,0,26.5.2012 00:00:00,0,,"2012 Rückfront, zeigt zum Parkplatz hin, unter Trauf/Balkonecke 1x Mehlschwalben wie bei Nr 57",
911,Wilmersdorf,0,0,14197,1,1,Berlin,0,0,Wiesbadener Str. 51a,0,0,,0,0,12.5.2012 00:00:00,0,,"2014 Sperlingskästen an Hinterfront komplett belegt, Vorderfront links am Gebäude ein Kasten belegt
2013 wurde haus komplett neu gemacht, Sperlingskästen und Fledermauskästen angebracht
2012 Flachbau, 1x Sperlinge Front linke Ecke Richt. Sodener Str. zw. mauerspalte",
30,Wilmersdorf,1,0,14197,1,0,Berlin,0,0,Wiesbadener Str. 51/Sodener Str.,0,0,,0,0,25.7.2003 00:00:00,0,,"2014 Sperlingen
2011 In Ecke unter Holzverschalung in Front zur Sodener Str., Ecke ist am Vorbau Sodener Str. wieder Mauersegler
2006:1x Sperlinge in Ecke unter Holzverschalung am Dach (dort hatte ich 2003 Mauersegler gesehen, und 2004 sowie 2005 nicht kontrolliert bzw. nicht lange verweilt)
in Ecke unter Holzverschalung am Dach",
535,Wilmersdorf,0,0,14197,1,0,Berlin,0,0,Wiesbadener Str. 50,0,0,"Skizze, Fotos",0,0,1.4.2003 00:00:00,0,,"im Tunnel der Autobahnüberbauung rechte Seite  (Gehrichtung Rüdi -> Mecklenb. Str.) in Plastikverblendung sehr viele Sperlingspaare, auch an der Rückseite, dort ist die Ausfahrt vom Parkhaus Wiesbad. 50 a-c",
